ID,Product Name,Product Description,Price,Color
EES23288,Stole,Printed | Lawn,1690,PINK
ESS23245,Stole,Dyed Embroidered | Waffle Jacquard,4190,MUSTARD
EES23146,Stole,Printed | Cotton Square,1690,MULTI
ESS23131,Stole,Dyed Embroidered | Viscose Polyester Net,3690,PURPLE
ESS23132,Stole,Dyed Embroidered | Viscose Polyester Net,3990,GREEN
WCKT23226,V Neck Blouse,Dyed | Flat Back Variegated Rib,2990,BLACK
WCKT23230,Drop Shoulder T-shirt,Printed | Cotton Jersey,1990,PINK
WCKT23233,Round Neck T-shirt,Dyed Embroidered | Cotton Jersey,1790,BLACK
WCKT23225T,Sleeveless T-shirt,Dyed | Flat Back Variegated Rib,2190,GREEN
WCKT23221,Round Neck T-shirt,Printed | Cotton Jersey,1990,YELLOW
WCKT23225,V Neck Blouse,Dyed | Flat Back Variegated Rib,2990,GREEN
WCKT23228,Drop Shoulder T-shirt,Printed | Cotton Jersey,2190,WHITE
WCKT23229,A Line Dress,Dyed | Flat Back Variegated Rib,3190,BLACK
WCKD23210,Belted A Line Dress,Dyed | Flat Back Variegated Rib,3990,GREY
WCKB23227,Bootcut Trousers,Dyed | Flat Back Variegated Rib,2790,GREEN
WCKB23213,Balloon Trousers,Dyed | Lycra Jersey,2790,BLACK
WSCT23232,Button Down Shirt,Dyed Embroidered | Viscose Oak Silk,5490,BROWN
WSCD23249T,Oversized Blouse,Printed | Viscose Crepe,3690,MULTI
WSCD23249,Belted Kaftan,Printed | Viscose Crepe,4190,MULTI
WSCT23234,Button Down Shirt,Printed | Viscose Crepe,3690,BLACK
WSCT23235,Tie Neck Blouse,Printed | Bamber Chiffon,4190,BROWN
WSCT23211,V Neck Blouse,Dyed Embroidered | Organza,5490,OFF-WHITE
WSCT23233,Raglan Blouse,Printed | Viscose Crepe,3690,MULTI
WSCT23237,Raglan Tunic,Printed Embroidered | Bamber Chiffon,4490,BLACK
WSCD23253,Oversized Blouse,Dyed Embroidered | Viscose Crepe,3690,BLACK
WSCD23252,Belted Shirt Dress,Dyed Embroidered | Viscose Oak Silk,6490,BLACK
WSCB23231,Bootcut Trousers,Dyed | Viscose Oak Silk,2990,BROWN
WCWD23221,Tiered Dress,Dyed Embroidered | Cotton Cottel,4990,BLUE
WCWB23219,Drop Shoulder Button Down Shirt,Dyed | Cotton Stretch Poplin,4690,GREEN
WCWD23221D,Tiered Dress,Dyed Embroidered | Cotton Cottel,5490,BLUE
WCWT23215,Band Collar Button Down Shirt,Dyed Embroidered | Cambric,4490,BEIGE
WCWT23213,Raglan Button Down Shirt,Dyed | Cotton Cottel,4490,WHITE
WCWT23217,Batwing Blouse,Printed | Cotton Viscose,4690,BROWN
WCWB23216,Drop Shoulder Button Down Shirt,Dyed Embroidered | Cotton Stretch Poplin,4490,BLUE
