ID,Product Name,Product Description,Price,Availability,Color,Img Path,Product Link,Sizes,Category
BDS230604,Fabrics 3 Piece Suit,Dyed Embroidered Dull Raw Silk | Top Bottoms Dupatta,7790,In Stock,RED,images\BDS230604,https://pk.khaadi.com/fabrics-3-piece-suit-bds230604-1001767432.html,"S, M, L, XL",1 Piece
BDS230602,Fabrics 3 Piece Suit,Dyed Embroidered Dull Raw Silk | Top Bottoms Dupatta,8190,In Stock,BEIGE,images\BDS230602,https://pk.khaadi.com/fabrics-3-piece-suit-bds230602-1001767534.html,"S, M, L, XL",1 Piece
BDS230601,Fabrics 3 Piece Suit,Dyed Embroidered Dull Raw Silk | Top Bottoms Dupatta,7190,In Stock,WHITE,images\BDS230601,https://pk.khaadi.com/fabrics-3-piece-suit-bds230601-1001767541.html,"S, M, L, XL",1 Piece
MLA230703,Fabrics 2 Piece,Printed Embroidered Lawn | Top Dupatta,4390,In Stock,BLACK,images\MLA230703,https://pk.khaadi.com/fabrics-2-piece-mla230703-1001772250.html,"S, M, L, XL",1 Piece
ILA230704,Fabrics 2 Piece,Printed Embroidered Lawn | Top Bottoms,3990,In Stock,BROWN,images\ILA230704,https://pk.khaadi.com/fabrics-2-piece-ila230704-1001772229.html,"S, M, L, XL",1 Piece
ILA230701,Fabrics 2 Piece,Printed Embroidered Lawn | Top Bottoms,3590,In Stock,BLACK,images\ILA230701,https://pk.khaadi.com/fabrics-2-piece-ila230701-1001772223.html,"S, M, L, XL",1 Piece
LLA230703,Fabrics 2 Piece,Printed Lawn | Top Dupatta,2590,In Stock,ORANGE,images\LLA230703,https://pk.khaadi.com/fabrics-2-piece-lla230703-1001772259.html,"S, M, L, XL",1 Piece
LRI230601,Fabrics 2 Piece,Printed Lawn | Top Dupatta,3590,In Stock,RED,images\LRI230601,https://pk.khaadi.com/fabrics-2-piece-lri230601-1001767420.html,"S, M, L, XL",1 Piece
MLA230704,Fabrics 2 Piece,Printed Embroidered Lawn | Top Dupatta,4390,In Stock,BLUE,images\MLA230704,https://pk.khaadi.com/fabrics-2-piece-mla230704-1001772252.html,"S, M, L, XL",1 Piece
LLA230711,Fabrics 2 Piece,Printed Lawn | Top Dupatta,2390,In Stock,MUSTARD,images\LLA230711,https://pk.khaadi.com/fabrics-2-piece-lla230711-1001772274.html,"S, M, L, XL",1 Piece
LRI230602,Fabrics 2 Piece,Printed Lawn | Top Dupatta,3590,In Stock,MUSTARD,images\LRI230602,https://pk.khaadi.com/fabrics-2-piece-lri230602-1001767569.html,"S, M, L, XL",3 Piece
ILA230703,Fabrics 2 Piece,Printed Embroidered Lawn | Top Bottoms,4190,In Stock,WHITE,images\ILA230703,https://pk.khaadi.com/fabrics-2-piece-ila230703-1001772226.html,"S, M, L, XL",3 Piece
ILA230702,Fabrics 2 Piece,Printed Embroidered Lawn | Top Bottoms,3590,In Stock,PURPLE,images\ILA230702,https://pk.khaadi.com/fabrics-2-piece-ila230702-1001772225.html,"S, M, L, XL",3 Piece
LLA230810,Fabrics 2 Piece,Printed Lawn | Top Dupatta,2390,In Stock,RED,images\LLA230810,https://pk.khaadi.com/fabrics-2-piece-lla230810-1001777537.html,"S, M, L, XL",3 Piece
LLA230809,Fabrics 2 Piece,Printed Lawn | Top Dupatta,2390,In Stock,MUSTARD,images\LLA230809,https://pk.khaadi.com/fabrics-2-piece-lla230809-1001777536.html,"S, M, L, XL",3 Piece
ALA230817,Fabrics 3 Piece Suit,Printed Lawn | Top Bottoms Dupatta,3990,In Stock,BEIGE,images\ALA230817,https://pk.khaadi.com/fabrics-3-piece-suit-ala230817-1001777573.html,"S, M, L, XL",3 Piece
BLA230809,Fabrics 3 Piece Suit,Printed Embroidered Lawn | Top Bottoms Dupatta,3690,In Stock,BEIGE,images\BLA230809,https://pk.khaadi.com/fabrics-3-piece-suit-bla230809-1001777611.html,"S, M, L, XL",3 Piece
ALA230818,Fabrics 3 Piece Suit,Printed Lawn | Top Bottoms Dupatta,3990,In Stock,MUSTARD,images\ALA230818,https://pk.khaadi.com/fabrics-3-piece-suit-ala230818-1001777576.html,"S, M, L, XL",3 Piece
BLA230806,Fabrics 3 Piece Suit,Printed Embroidered Lawn | Top Bottoms Dupatta,4390,In Stock,PINK,images\BLA230806,https://pk.khaadi.com/fabrics-3-piece-suit-bla230806-1001777606.html,"S, M, L, XL",3 Piece
LLA230807,Fabrics 2 Piece,Printed Lawn | Top Dupatta,2490,In Stock,PURPLE,images\LLA230807,https://pk.khaadi.com/fabrics-2-piece-lla230807-1001777532.html,"S, M, L, XL",3 Piece
ALA230820,Fabrics 3 Piece Suit,Printed Lawn | Top Bottoms Dupatta,3990,In Stock,BLACK,images\ALA230820,https://pk.khaadi.com/fabrics-3-piece-suit-ala230820-1001777579.html,"S, M, L, XL",3 Piece
ALA230806,Fabrics 3 Piece Suit,Printed Lawn | Top Bottoms Dupatta,3990,In Stock,RED,images\ALA230806,https://pk.khaadi.com/fabrics-3-piece-suit-ala230806-1001777551.html,"S, M, L, XL",3 Piece
JLA230801,Fabrics 2 Piece,Printed Lawn | Top Bottoms,2390,In Stock,BEIGE,images\JLA230801,https://pk.khaadi.com/fabrics-2-piece-jla230801-1001777503.html,"S, M, L, XL",3 Piece
ALA230803,Fabrics 3 Piece Suit,Printed Lawn | Top Bottoms Dupatta,3990,In Stock,OFF-WHITE,images\ALA230803,https://pk.khaadi.com/fabrics-3-piece-suit-ala230803-1001777545.html,"S, M, L, XL",3 Piece
AMA231003,Fabrics 3 Piece Suit,Printed Marina Twill | Top Bottoms Dupatta,4990,In Stock,TEAL,images\AMA231003,https://pk.khaadi.com/fabrics-3-piece-suit-ama231003-1001786419.html,"S, M, L, XL",3 Piece
AJ230601,Fabrics 3 Piece Suit,Yarn Dyed Cotton Brosha Jacquard | Top Bottoms Dupatta,6790,In Stock,BLUE,images\AJ230601,https://pk.khaadi.com/fabrics-3-piece-suit-aj230601-1001767469.html,"S, M, L, XL",3 Piece
AJ230604,Fabrics 3 Piece Suit,Yarn Dyed Cotton Brosha Jacquard | Top Bottoms Dupatta,6790,In Stock,RED,images\AJ230604,https://pk.khaadi.com/fabrics-3-piece-suit-aj230604-1001767430.html,"S, M, L, XL",3 Piece
AJ230602,Fabrics 3 Piece Suit,Yarn Dyed Cotton Brosha Jacquard | Top Bottoms Dupatta,6790,In Stock,BLACK,images\AJ230602,https://pk.khaadi.com/fabrics-3-piece-suit-aj230602-1001767535.html,"S, M, L, XL",2 Piece
AJ230603,Fabrics 3 Piece Suit,Yarn Dyed Cotton Brosha Jacquard | Top Bottoms Dupatta,6790,In Stock,MUSTARD,images\AJ230603,https://pk.khaadi.com/fabrics-3-piece-suit-aj230603-1001767575.html,"S, M, L, XL",3 Piece
KKF230601,Fabrics 3 Piece Suit | Khaas,Dyed Embroidered Viscose Silk | Top Bottoms Dupatta,18990,In Stock,BLACK,images\KKF230601,https://pk.khaadi.com/fabrics-3-piece-suit-%7C-khaas-kkf230601-1001772948.html,"S, M, L, XL",3 Piece
AMA231006,Fabrics 3 Piece Suit,Printed Marina Twill | Top Bottoms Dupatta,4990,In Stock,PURPLE,images\AMA231006,https://pk.khaadi.com/fabrics-3-piece-suit-ama231006-1001786422.html,"S, M, L, XL",3 Piece
ALK231015,Fabrics 3 Piece Suit,Printed Light Khaddar | Top Bottoms Dupatta,3490,In Stock,BLACK,images\ALK231015,https://pk.khaadi.com/fabrics-3-piece-suit-alk231015-1001785343.html,"S, M, L, XL",3 Piece
BCH231004,Fabrics 3 Piece Suit,Dyed Embroidered Crosshatch | Top Bottoms Dupatta,5490,In Stock,BLUE,images\BCH231004,https://pk.khaadi.com/fabrics-3-piece-suit-bch231004-1001785371.html,"S, M, L, XL",3 Piece
BK231003,Fabrics 3 Piece Suit,Printed Embroidered Khaddar | Top Bottoms Shawl,5490,In Stock,PINK,images\BK231003,https://pk.khaadi.com/fabrics-3-piece-suit-bk231003-1001786428.html,"S, M, L, XL",3 Piece
LLK231003,Fabrics 2 Piece,Printed Light Khaddar | Top Dupatta,2890,In Stock,D-PINK,images\LLK231003,https://pk.khaadi.com/fabrics-2-piece-llk231003-1001785276.html,"S, M, L, XL",3 Piece
LK231001,Fabrics 2 Piece,Printed Khaddar | Top Dupatta,2590,In Stock,BLACK,images\LK231001,https://pk.khaadi.com/fabrics-2-piece-lk231001-1001786395.html,"S, M, L, XL",3 Piece
LLK231002,Fabrics 2 Piece,Printed Light Khaddar | Top Dupatta,2890,In Stock,OFF-WHITE,images\LLK231002,https://pk.khaadi.com/fabrics-2-piece-llk231002-1001785274.html,"S, M, L, XL",2 Piece
ICH231002,Fabrics 2 Piece,Dyed Embroidered Crosshatch | Top Bottoms,3990,In Stock,MUSTARD,images\ICH231002,https://pk.khaadi.com/fabrics-2-piece-ich231002-1001785243.html,"S, M, L, XL",3 Piece
MCH231002,Fabrics 2 Piece,Dyed Embroidered Crosshatch | Top Dupatta,3990,In Stock,CORAL,images\MCH231002,https://pk.khaadi.com/fabrics-2-piece-mch231002-1001785287.html,"S, M, L, XL",3 Piece
MLK231002,Fabrics 2 Piece Suit,Printed Embroidered Light Khaddar | Top Dupatta,3390,In Stock,OFF-WHITE,images\MLK231002,https://pk.khaadi.com/fabrics-2-piece-suit-mlk231002-1001786402.html,"S, M, L, XL",2 Piece
IK231001,Fabrics 2 Piece,Printed Embroidered Khaddar | Top Bottoms,3290,In Stock,RUST,images\IK231001,https://pk.khaadi.com/fabrics-2-piece-ik231001-1001786389.html,"S, M, L, XL",3 Piece
